Compound #,InChI Key,label,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Cortex_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Hippocampus_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Cerrebellum_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Basoganglia_Control,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Cortex_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Hippocampus_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Cerrebellum_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Basoganglia_LowDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Cortex_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Hippocampus_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Cerrebellum_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Basoganglia_MedDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Cortex_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Hippocampus_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Cerrebellum_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO,Basoganglia_HighDMSO
128,YHHSONZFOIEMCP-UHFFFAOYSA-O,Phosphocholine,631500,340511328,177578,475715,2161964,1175398,1369568,426675,579065,536099,438331552,1120694,155419,318258,627307584,729246,461267072,458646432,529425984,616374,383384512,513874624,390416576,337345280,404519776,544284672,547062144,584527,560108800,469473792,576408128,373121,507579904,693972992,659369728,2372415,539404864,658997,545069,53344,578386,2488573,815694,633985152,648753,2971953,568633216,562309312,3736306,565858944,615618816,592149312,446715168,739183104,626080768,1618429,1542751,523742080,539965312,1038999,501484032,433880832,695314432,2859238,599047,412753696,625742912,618188096,615172480,117711,896460096,739575808,1293285120,490620576,642304,612480384,365751,565642880,2358958,573476096
129,YIWFXZNIBQBFHR-LURJTMIESA-N,Gly-His,172699,87926,88111,200549,263582,184196,104846,401805,272870,234886,400900,405765,430063,200190,666840,515317,793434,249403,442978,202268,175425,200737,237320,419937,250411,297172,274552,907562,350059,341549,263404,260045,1018839,818875,810200,478622,1256974,287988,576480,483673,314779,150377,110257,428432,102299,117800,771472,429920,538406,324450,468017,344398,452038,231010,637696,471505,527932,501651,433131,628975,179274,353849,760981,330374,286473,134511,265692,405579,189982,164296,231034,149265,455723,123794,181243,202803,333457,412197,164298,918793
130,YKXHFAJZOFTAOC-DTXSUPOZSA-N,15-Ketoprostaglandin A1,348005,192041,258733,174506,215500,441315,406967,618336,421076,174362,455539,477344,199113,261130,134369,94790,267978,163399,355611,207137,193220,297372,681452,777630,236498,333621,302481,914640,421486,376179,511042,704557,1176844,408887,239233,121635,124733,110777,554856,93914,274565,357869,282335,331290,330627,196072,247899,316161,262486,880452,353794,648442,366120,89657,223976,156344,190238,349377,210088,308329,142487,374306,306835,118640,119087,321747,264188,269837,621949,283174,590396,243230,313802,339130,356050,248510,133289,137065,320774,237456
131,YQDZGFAYWGWSJK-RUOITVIXSA-N,11.alpha.-Hydroxytestosterone,1377618,1087153,931040,2526418,884416,1404231,1592516,741731,1627517,1467851,2214214,1926189,1144947,715192,995275,1307149,2709096,2694440,478582,1206665,2329520,943740,2314915,2223505,966259,1553058,2158860,1132173,466114,562130,847496,1442468,1666987,734000,331786,934476,696631,277214,2053817,1831275,510423,1767282,724516,1958590,1539320,854450,1002319,762966,7676774,854171,966304,1114213,681839,297416,564580,1009534,1047331,4160520,1495387,2188304,1095585,783308,1259024,1992974,546501,1268415,1499359,1687632,1378634,1998620,3669761,1460258,2337264,535834,892508,1630931,673821,632403,2018389,755328
132,ZAYHVCMSTBRABG-JXOAFFINSA-N,5-Methylcytidine,10729,38673,18860,14692,16135,37886,23687,56996,71170,7307,10291,7882,1672,46519,18958,167.1546997,167.1546997,167.1546997,167.1546997,167.1546997,44417,28999,35444,53620,26337,59203,72753,7155,67460,92782,32468,49932,167.1546997,167.1546997,7687,167.1546997,2424,167.1546997,13482,2292,45579,44603,38859,26893,27990,19638,130780,52721,74447,75596,69346,24005,31208,80196,23822,4410,167.1546997,2948,5414,1915,33944,29588,48715,29990,17496,41929,40509,93298,59548,49940,107029,102772,75212,132340,29449,50979,167.1546997,167.1546997,17709,167.1546997
133,ZGNBLKBZJBJFDG-SSDOTTSWSA-N,Malonyl-L-carnitine,1255717,1534789,1483749,1563706,2134697,1925556,1942343,3334030,3275197,2429290,3231155,2421022,2186991,3697741,3422018,2454984,2327751,2073141,2097852,2570784,1683554,1928214,1585575,1857959,1856905,2939189,3179831,2748290,3172023,2905182,2946372,2999289,3156097,3140686,3267455,2568279,2210915,2039796,2534892,2606664,1438789,1953767,1748310,1609099,1760627,1357598,2615210,2729550,3033642,2528003,2659952,2900078,1714519,3610188,2935924,2779992,2039840,2412352,2754702,2198098,2081289,1787211,2057276,1902334,1431805,2277266,2735316,2466827,2243764,1147046,4150042,3671930,4829917,2305585,2688452,2158136,1377736,2362719,1670023,2768556
134,ZKQOUHVVXABNDG-IUCAKERBSA-N,Pro-Leu,41453,25228,31116,104148,78522,66020,34817,85785,87752,54040,140075,174193,153361,69660,189995,129031,116618,51404,194040,60776,36828,35215,57944,84773,134889,115999,108917,559166,132816,233686,213624,339888,718758,857252,486901,331165,209469,142074,312701,282714,144285,101826,66633,245543,22025,29529,206396,336977,219431,127183,196584,60989,266038,186824,627892,219449,290050,297404,255620,340579,104261,108518,374465,213985,168654,29611,197142,207822,116555,115538,137999,105296,242851,104042,145243,95870,223705,231118,138258,655548
135,ZSOICJZJSRWNHX-ACZMJKKPSA-N,Ala-Ile,458052,619234,789342,566345,644024,441339,309946,751414,860685,765140,1020119,864556,857861,1023149,1058406,810800,910833,703251,882594,796453,610880,689424,692604,656198,630648,831219,736564,1007132,679108,736223,941886,1021532,982621,1406214,1056155,788993,761701,869998,678213,653470,493842,592897,683980,546515,496047,412204,844758,670686,676817,512841,903933,949555,870625,896963,968665,508910,693362,1001806,927860,815535,787530,732115,676588,681683,579961,647170,815708,755623,678737,522316,1241023,1070876,1162452,1070963,1042138,736328,700264,676812,700393,801797
136,ZYRXTRTUCAVNBQ-UHFFFAOYSA-N,Glu-Val-Lys,411632,703058,575694,407692,867437,532558,348169,748920,1539300,733478,410291,511504,416135,579183,996496,1054637,1228352,891959,1038024,808889,784535,888211,772942,473581,973252,1299263,1062300,884526,975352,895886,828424,532792,913163,1932396,1351020,1013483,545896,1075941,793140,1226349,496958,1479894,445953,1549276,888635,390227,891945,1843675,1027517,985190,769020,766529,431551,1153264,907058,829827,899188,1131194,833611,1140339,954982,711477,1631103,768538,497879,830180,997123,941770,1533391,368720,1140229,662856,1839866,218302,970435,1208030,459403,1059961,1235114,956202
137,BJEPYKJPYRNKOW-UWTATZPHSA-N,Malic acid,17158318,15391650,23127754,14308475,15292929,15931323,13960611,16686048,16453849,12537544,19618144,18100002,16266773,14426015,20833440,12403362,14606298,15758082,14201436,13614408,15497758,16950832,14605357,19564520,13068644,15531793,17073652,21241926,18469752,20216462,14193065,16448763,35116264,32448680,24391368,13779306,23615768,12095285,16575166,20658466,17139484,16510715,14455590,18454910,16367355,12561349,17738008,20595570,14970308,17417404,21486112,20162146,19926858,20697118,26293316,16410600,16304710,19858058,20095484,15107947,16170146,22085500,19832814,19488538,15027977,15211885,19401810,21632280,13207953,13428305,21553906,18404106,24344152,15360913,16313893,21257510,18824444,18415298,19364888,21743840
138,PJDINCOFOROBQW-LURJTMIESA-N,L-beta-Homolysine,660939,1194223,1136207,1024669,1267434,524408,458886,1492727,2012593,1026204,607357,534038,677296,976926,963915,1323594,1403150,1010670,1470056,1212658,897471,1260987,1437676,721227,1701202,1597236,1404393,1121277,1142573,1296825,1909498,2006524,1015718,992216,946333,1333174,1392390,1481659,1476242,1796746,784285,1808722,1175116,1563774,1789746,1079382,1648796,2335238,1819019,1839214,1483571,1481031,1099809,1717970,1054658,1398232,1155066,1714343,1552359,1470079,1592019,1554739,1304267,1320371,1231937,750758,1759769,1545740,1630948,1177436,1583261,1136104,1752847,1013566,2118611,1902666,864465,1241983,1159494,1154444
139,PMMYEEVYMWASQN-DMTCNVIQSA-N,trans-4-Hydroxy-L-proline,6829582,9486765,13145591,7363235,8987028,7670179,6325242,10894672,11889986,7865036,8205054,9145682,8324498,8089612,9166345,9264954,9078797,9113795,8175687,9534067,8431301,8545985,7638138,9079685,8074472,9135046,9899862,11438947,10827981,10695254,9200019,8412338,11915839,10735374,11660369,8277048,9584876,9250659,9939115,10908928,5153170,6075243,6002760,5260465,4838552,3310869,13909905,5071130,6923975,5445492,5717660,7159922,5560126,5696214,6627310,5285156,5480865,6525088,10523702,6723450,5959636,9246055,7086832,5975816,5226968,4713450,7809203,9682558,6501264,4641740,8118392,7143127,6962788,7334825,7631832,9852168,6596250,7000348,6252824,6907193
140,DUUGKQCEGZLZNO-UHFFFAOYSA-N,5-Hydroxy-3-indoleacetic acid,146517,270440,164361,538390,857547,340384,241836,746551,543833,807918,619837,822372,965278,209430,1275252,643649,662839,758642,1186789,783046,640810,466490,388339,258806,430702,561512,628133,2952752,707539,687562,420638,391092,1297306,2555480,1397622,1444402,1078548,1085330,594557,677229,363651,563131,678607,376430,423057,486603,670079,692390,677383,723481,651405,1800023,1465413,844881,2356530,1294843,2054911,928784,1531044,1288455,580853,718653,487053,533463,527884,359444,1023575,631834,558192,411748,237171,197063,273596,322766,1025342,586427,1659296,1298166,319352,2585854
141,VQAYFKKCNSOZKM-IOSLPCCCSA-N,N6-Methyladenosine,36708,67133,18010,69871,47314,143.5552246,143.5552246,36650,5250,8027,10431,2880,143.5552246,1436,8480,25196,143.5552246,24102,16268,22699,76753,29639,29188,5541,164529,37857,50704,24953,33081,49098,34298,33196,143.5552246,4305,143.5552246,10106,23568,21200,33326,143.5552246,24663,73671,48659,122508,57597,17027,94361,171845,49972,62913,20588,65049,143.5552246,33617,143.5552246,18350,44686,93158,92346,58190,67422,97483,39787,23747,15514,143.5552246,8531,143.5552246,11324,5349,9098,6976,31218,143.5552246,27574,143.5552246,10959,11732,3619,143.5552246
142,BPSNETAIJADFTO-UHFFFAOYSA-N,2-Pyridylacetic acid,43636248,42355988,40131296,45153984,46398504,38342952,30680968,47938364,58146596,32391790,64218036,53507108,53788948,21393,58890136,53588648,48586004,48893388,44580288,45886460,42363800,50156020,50373472,35986112,42963344,43554752,48659892,50911872,44673176,45388528,55366344,55933820,49161252,30824310,64200940,51082892,46242760,49971052,59019652,48135512,56682800,44786924,55905972,27307020,49131668,31908448,50697416,51822128,35629848,36432828,58843620,55530112,40113564,82896960,50975364,46340164,47845248,56751024,52689988,50879132,59867212,45810688,38220676,44783044,41479856,52111292,51921716,44656200,68259616,59433140,83097592,68285088,57674540,82559280,70962032,58933052,49072144,47840416,56344472,56619824
143,AGBQKNBQESQNJD-SSDOTTSWSA-N,Lipoic acid,144003,219072,3245,131684,260956,157921,149651,217865,234423,101330,199322,309293,221707,214989,245374,67813,121232,156175,148256,277879,150756,107580,200161,53874,73471,139821,151313,139101,143120,64903,443694,941881,1510095,170062,169159,83915,103183,74259,152155,105556,62445,58892,78973,22237,91042,473964,73369,157508,86229,70736,97120,186774,128428,136993,204841,84989,74041,66054,64688,72666,148764,19238,59022,95629,48263,301415,198712,77357,409320,385005,317389,182757,134223,366485,944679,290086,384540,258906,193379,228862
144,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,Glucose-1-phosphate,102886,46351,60263,26611,28682,42534,50705,143376,219337,48056,301425,358166,137717,35742,319423,38863,148050,113489,127277,39994,62087,95657,48093,43745,123130,160787,143230,127807,210344,133993,83824,94244,489170,1113439,268568,92378,59296,110171,94832,29172,112744,118761,36395,203348,174770,87571,118565,247317,211261,289217,134601,136510,145919,125783,241347,92852,100504,147737,39270,122816,43813,64072,50051,40984,35627,83259,98469,86590,100229,16586,59673,45799,116052,17949,70973,102568,14906,54087,42001,52799
145,OVRNDRQMDRJTHS-OZRXBMAMSA-N, N-Acetyl-beta-D-mannosamine,3071907,5977284,3780318,2661110,3971939,1778982,1456788,4437521,7806574,2417008,5843120,2882414,2959397,4151392,8481926,5708408,7857850,5329458,7274466,3345608,4758784,6521544,5683759,4559644,8092384,9460290,9872957,5153466,7969300,8666913,5678421,3806560,6775695,15392135,9103072,4959515,6190716,4648318,4839722,6013037,1980696,6078696,2353769,10702776,6237677,1448341,10433532,8340836,7248716,6893732,6466078,7148134,3294845,8660571,7634646,3052038,2858643,5992894,5046829,5317242,5682766,5465786,10955340,4035254,3456823,5110362,7920788,8538597,8046218,1167060,9837142,6153333,15424950,2483451,5226250,10730934,1087366,5200005,5672134,5799398
146,FEMXZDUTFRTWPE-UHFFFAOYSA-N,"7,8-Dihydrobiopterin",48037,59069,114765,211083,374066,95494,74896,240374,263323,439604,174371,178801,264382,112974,309118,309374,230251,197880,272421,424766,148567,318546,197108,123535,226770,235154,183559,616119,177532,168763,240794,285718,309544,279038,423789,755727,347168,359463,526981,651941,114499,210475,271807,36848,175126,129605,252118,234465,186636,145325,188282,364131,204664,265875,281105,588799,559070,271006,443260,335930,286379,232476,152334,310632,192022,144057,196324,155425,198366,135304,142889,129057,72735,166382,298886,207586,233395,346515,161010,573082
147,LHQIJBMDNUYRAM-DZSWIPIPSA-N,6-Biopterin,215145,192028,232990,386270,1493925,406583,97285,1545127,1988108,408238,398528,510115,541834,1467590,1047964,1191951,502975,380478,845657,836468,356588,865658,862386,317023,1014949,1192838,712181,1082341,534110,440125,1250162,1263225,384281,181039,1341274,1110448,561565,742068,918208,1403894,297994,1658067,643347,68949,842829,383783,834897,1019767,1884411,776175,854252,789496,255658,1198442,652034,1282030,1128852,473873,560376,864446,805625,516531,178818,1559416,639655,482403,859186,584565,1359760,961702,937163,989751,126347,585503,1732724,1042823,305416,440470,1727102,818891
148,OPCJOXGBLDJWRM-UHFFFAOYSA-N,"1,2-Diamino-2-methylpropane",2179836,1903074,2537869,2493046,1349938,1277804,1659426,2369886,2230179,1858929,4265542,4130399,4619757,3532597,3391010,1543042,2567276,2503178,2746478,1958265,2064541,2038056,2175298,2876956,2041979,1935537,2374436,2924366,2924850,2358368,3817004,5228292,3755896,1368142,3157228,1871167,3007980,1870330,1745776,1712020,1846959,1824859,2381438,712840,2431906,1522589,1616830,680758,2805565,2328430,3155793,3649663,3860998,1172930,3367492,1398180,1377829,2461376,2229244,2177285,2520908,3295945,829911,1720917,2544128,2211558,2238060,2892124,1430825,2332784,931244,3305941,2506627,4232473,3320440,2076995,1986941,2392460,1962876,1931194
149,SHBHJRVMGYVXKK-XVIXHAIJSA-N,"1,3,4,6-Tetra-O-acetyl-beta-d-mannopyranose",226716,145420,111882,57151,77715,149663,139492,261766,253862,123989,870245,514414,224758,52373,422469,56335,53976,37561,49211,139867,101223,68635,155627,171466,56693,60276,103450,211335,178313,276841,147763,143593,1986128,1223404,132627,60924,182591,62317,279087,28244,134052,80863,47009,207669,130557,46476,89964,55802,181992,174310,128857,296077,17953,137663,31489,105838,70213,112657,132915,136612,134042,81027,216795,48474,65880,17988,1000,1000,1000,1000,1000,1000,24659,1000,33679,1000,1000,1000,1000,1000
150,OWMVSZAMULFTJU-UHFFFAOYSA-N,"2,2-Bis[hydroxymethyl]-2,2',2''-nitrilotriethanol",39386,66059,47977,110656,49191,56548,20691,143912,36909,77986,70962,41270,53032,11028,113339,85956,417355,87378,284999,116158,46015,25301,38220,32505,106113,57142,21640,108780,66308,32776,138811,69335,102731,43517,77722,38238,31151,181260,55399,24947,32673,84519,49128,2784716,26650,23826,61504,267416,47423,115699,33697,68601,69722,34216,28759,85676,35999,43106,38732,59397,58108,78431,66302,18522,20955,68394,28914,46491,34057,39107,32752,17963,21694,99560,51385,42055,19418,89237,54936,41359
151,ULSZVNJBVJWEJE-UHFFFAOYSA-N,Thiazolidine-2-carboxylic acid,72965,135341,95199,109677,157944,119146,116375,237534,300985,165536,666584,623206,395691,1771942,1264619,116842,143713,167979,201938,192449,112921,178818,187076,147099,147367,279316,289173,325912,294282,320342,1125132,1240320,563714,885094,915456,172745,269836,163820,188290,187030,121223,151185,99144,279316,149099,142647,249621,220908,259195,352154,1782333,845570,504817,1618971,942886,221741,129553,249616,202771,170223,185185,240170,436409,162107,146501,445067,550157,283909,282532,92444,2784818,2809828,3714629,1523490,1248143,284873,101142,229211,201083,185055
152,YIMQCDZDWXUDCA-UHFFFAOYSA-N,"trans-1,4-Cyclohexanedimethanol",664077,1760301,1878954,441152,413438,473145,435188,462191,589954,5023472,581008,306188,329270,390706,422494,465990,653698,355305,359925,402957,347668,836331,497208,507844,473070,428116,471469,295040,745500,329929,1048365,525399,414690,397688,374314,436507,606641,19743056,652647,467976,301510,3203603,352518,963426,560457,796421,3706778,2444792,633876,466627,1224522,334724,720368,624942,931019,424992,957529,676022,1667815,1490179,369483,440652,714105,1078090,523002,909136,381691,696013,322461,352790,470222,470652,721894,517331,401738,348206,296930,897868,645350,414656
153,DCZFGQYXRKMVFG-UHFFFAOYSA-N,"1,4-Cyclohexanedione",1576416,586297,770028,715445,531626,281434,618107,9928602,1786973,906536,773533,284393,484297,1054722,681253,1441088,1392893,2477963,780263,475563,341215,3011891,1010273,1093426,1114289,1185908,1114633,1180480,812492,927052,869623,841018,2674231,1926092,1791782,755289,1527744,2841320,1454320,4900994,1571902,1041721,1052345,1537399,935934,1139412,6421762,1495077,1328076,1125493,1199926,1194586,11010936,2377220,934721,1952144,941200,1139426,1837238,1453855,1583859,967837,1613036,3219251,804868,358685,1086816,1327308,1067178,1260785,784603,2133635,3482518,2231858,1887276,1667538,920762,3744387,2410304,2919526
154,NOFNCLGCUJJPKU-UHFFFAOYSA-N,"1,7-Dimethyluric acid",13330,48547,291978,81452,137.1060425,31020,44619,112344,84369,3561,16371,75126,48474,89866,60398,30799,6058,80118,13278,21110,25552,100071,4290,161410,5420,72060,24598,15960,9079,8375,45391,3865,195004,102159,187885,3080,108749,80925,10273,76725,16708,108680,5730,10354,49441,21435,164137,196738,138359,3586,49314,188878,96734,72038,163343,142013,129970,72468,41639,109536,45392,61714,155449,5220,3831,36814,4458,25414,80654,3808,6927,30524,54499,5543,76361,57707,4626,37465,55720,12103
155,LPGDEHBASRKTDG-UHFFFAOYSA-N,Acetylisatin,1207359,1538151,1203846,532855,499293,782470,629810,2038486,1127659,611665,320288,254500,481040,562044,294053,217593,424845,889977,617721,341863,1740729,338261,357521,969564,585522,613798,626770,527016,717562,518014,500302,476310,148433,612820,416530,311.1939209,811905,687245,190733,693693,323454,424915,337536,846499,860016,477253,3061528,893459,982431,832865,792549,590803,633943,789655,449937,371967,452032,586628,2112985,514541,457317,2209152,753134,575051,379677,482983,2046358,1665688,349058,304844,2073081,1548999,1127422,2161132,1026525,683237,483045,287687,320817,542083
156,UFETTXCVHFVMPU-UHFFFAOYSA-N,1-Ethyl-4-piperidinylamine,134761,190419,143265,671938,160094,104685,107608,239989,194167,144192,219478,195584,152511,225110,236120,256560,192026,238854,157592,218582,182175,279192,162964,142253,295574,132380,115551,160092,127785,175074,263838,212223,355104,45452,170648,160227,195690,225036,216787,32618,155148,212931,960381,388550,159535,274753,254133,178659,304033,160600,247610,180832,140463,376967,101224,108598,136244,237704,186708,267195,96840,165989,381272,117625,136049,105295,299246,336803,200152,124232,221931,437109,383968,173489,238422,311970,135721,249990,154002,153662
157,CHJJGSNFBQVOTG-UHFFFAOYSA-N,Methylguanidine ,1025875,2467490,1066560,738123,851572,699608,680376,1365257,2092122,751436,1076038,820963,794033,847476,1218916,978620,1055832,673377,911311,933223,955201,1116635,717526,581341,748423,918917,1274447,712739,1294702,993686,945635,767871,358454,1178221,1295316,882902,803161,1177812,648088,949332,557717,948242,630582,767489,709051,504545,831984,1836868,832496,1128990,801369,994790,954067,1192688,1225926,665164,767425,1029058,1080029,833615,1149744,609008,887936,655949,450018,980848,890202,1146038,1516104,707789,1918458,1830739,2263364,1345986,1395790,1342663,717034,1302242,1129737,1053280
